0,ageGroup,artifactUrl,attributions,author,concepts,contentType,createdBy,description,downloadUrl,gradeLevel,identifier,keywords,language,name,objectType,status,subject,variants,content_type,chapter_tag,pred_grades
1259,,https://www.youtube.com/embed/K-p3psoe9PY?autoplay=1&enablejsapi=1,[YOU TUBE Foundation IIT],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Ssssa Construction,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019319715430427049/ssssa-construction_1529565073739_do_31253019319715430427049_1.0.ecar,[Class 8],do_31253019319715430427049,[SSSSA Construction],[English],Ssssa Construction,Content,Live,Mathematics,"{u'spine': {u'size': 83902.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253019319715430427049/ssssa-construction_1529565074238_do_31253019319715430427049_1.0_spine.ecar'}}",youtube,"[Lines And Angles, Practical Geometry]","[Class 7, Class 6]"
1260,,https://www.youtube.com/embed/zrLloOvwVSs?autoplay=1&enablejsapi=1,[States of Matter],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,States Of Matter,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973550444544110130/states-of-matter_1529667607547_do_312530973550444544110130_1.0.ecar,[Class 6],do_312530973550444544110130,"[1. పదార్ధాలు,  1. పారదర్శకం,  ఆపారదర్శకం,  పాక్షిక పారదర్శకం,  2. ఘన,  ద్రవ,  వాయు పదార్ధాలు,  1. ఆరిన కొవ్వొత్తి దూరం నుంచి మంటను అందుకోగలిగిందా,  2. ఘన,  ద్రవ,  వాయు పదార్ధాల ధర్మాలు]",[English],States Of Matter,Content,Live,Science,"{u'spine': {u'size': 40174.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973550444544110130/states-of-matter_1529667607630_do_312530973550444544110130_1.0_spine.ecar'}}",youtube,"[Natural Resources, Water:a Precious Resource]","[Class 9, Class 7]"
1261,,https://www.youtube.com/embed/pAT5tsSQQ1c?autoplay=1&enablejsapi=1,[YOU TUBE CBSE],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Steps To Symmetric Figure,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001912721408211169/steps-to-symmetric-figure_1529666942616_do_312531001912721408211169_1.0.ecar,[Class 6],do_312531001912721408211169,[Steps to symmetric figure],[English],Steps To Symmetric Figure,Content,Live,Mathematics,"{u'spine': {u'size': 51075.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001912721408211169/steps-to-symmetric-figure_1529666942682_do_312531001912721408211169_1.0_spine.ecar'}}",youtube,"[Smart Charts, The Fish Tale]","[Class 3, Class 5]"
1262,,https://www.youtube.com/embed/8AkYHifL4PA?autoplay=1&enablejsapi=1,[adithya kumar],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Story Of Bulb,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897020853452811408/story-of-bulb_1529477845658_do_31252897020853452811408_1.0.ecar,[Class 6],do_31252897020853452811408,"[Story of Bulb,  Bulb Story]",[English],Story Of Bulb,Content,Live,Science,"{u'spine': {u'size': 69914.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897020853452811408/story-of-bulb_1529477845747_do_31252897020853452811408_1.0_spine.ecar'}}",youtube,"[Wind, Storms And Cyclones, Gravitation]","[Class 7, Class 9]"
1263,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_312526879421718528144402/10th-class.pdf,,,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Student Corner,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312526879421718528144402/student-corner_1529163137203_do_312526879421718528144402_1.0.ecar,[Class 10],do_312526879421718528144402,[స్టూడెంట్స్ కార్నర్],[English],Student Corner,Content,Live,Mathematics,"{u'spine': {u'size': 103869.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312526879421718528144402/student-corner_1529163137396_do_312526879421718528144402_1.0_spine.ecar'}}",pdf,"[Boxes And Sketches, Jugs And Mugs]","[Class 5, Class 2]"
1264,,https://www.youtube.com/embed/lZTTzAkeSFQ?autoplay=1&enablejsapi=1,[sublimation (ఉత్పతనం )],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sublimation (ఉత్పతనం ),https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973650485248110139/sublimation-utptnn_1529667640210_do_312530973650485248110139_1.0.ecar,[Class 6],do_312530973650485248110139,"[1. ఉత్పతనం,  1. క్రోమటోగ్రఫీ]",[English],Sublimation (ఉత్పతనం ),Content,Live,Science,"{u'spine': {u'size': 40044.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530973650485248110139/sublimation-utptnn_1529667640273_do_312530973650485248110139_1.0_spine.ecar'}}",youtube,"[Matter In Our Surroundings, Is Matter Around Us Pure]",[Class 9]
1265,,https://www.youtube.com/embed/pdICJsk_u64?autoplay=1&enablejsapi=1,[Bodhaguru],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Substraction Of Integers,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001723174912110272/substraction-of-integers_1529666926099_do_312531001723174912110272_1.0.ecar,[Class 6],do_312531001723174912110272,[substraction of Integers],[English],Substraction Of Integers,Content,Live,Mathematics,"{u'spine': {u'size': 51062.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312531001723174912110272/substraction-of-integers_1529666926195_do_312531001723174912110272_1.0_spine.ecar'}}",youtube,"[Rational Numbers, Integers]","[Class 7, Class 6]"
1266,,https://www.youtube.com/embed/hLLcEygsE2s?autoplay=1&enablejsapi=1,[Exam fear],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Subtraction Of Integers,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033001346662418482/subtraction-of-integers_1529668650776_do_31253033001346662418482_1.0.ecar,[Class 7],do_31253033001346662418482,"[Subtraction of integers,  subtraction on number line]",[English],Subtraction Of Integers,Content,Live,Mathematics,"{u'spine': {u'size': 44689.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033001346662418482/subtraction-of-integers_1529668650854_do_31253033001346662418482_1.0_spine.ecar'}}",youtube,"[Integers, Rational Numbers]","[Class 6, Class 7]"
1267,,https://www.youtube.com/embed/A186iWp5vKQ?t=5m49s?autoplay=1&enablejsapi=1,[Manohar moorthy],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Subtraction Of Integers,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253032994471116829240/subtraction-of-integers_1529668650325_do_31253032994471116829240_1.0.ecar,[Class 7],do_31253032994471116829240,"[Subtraction of integers,  subtraction on number line]",[English],Subtraction Of Integers,Content,Live,Mathematics,"{u'spine': {u'size': 44704.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253032994471116829240/subtraction-of-integers_1529668650416_do_31253032994471116829240_1.0_spine.ecar'}}",youtube,"[Rational Numbers, Number Systems]","[Class 7, Class 9]"
1268,,https://www.youtube.com/embed/O94fwp1E6Lg?autoplay=1&enablejsapi=1,[dont memorise],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sum Of Angles Of A Quadrilateral,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033659740160018551/sum-of-angles-of-a-quadrilateral_1529668698794_do_31253033659740160018551_1.0.ecar,[Class 7],do_31253033659740160018551,[SUM OF FOUR ANGLES OF QUADRILATERAL IS 360],[English],Sum Of Angles Of A Quadrilateral,Content,Live,Mathematics,"{u'spine': {u'size': 44723.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033659740160018551/sum-of-angles-of-a-quadrilateral_1529668698865_do_31253033659740160018551_1.0_spine.ecar'}}",youtube,"[Rational Numbers, Number Systems]","[Class 7, Class 9]"
1269,,https://www.youtube.com/embed/GgMGsluJivM?autoplay=1&enablejsapi=1,[You tube -MahaEdutechNet],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sum Of Any Pair Of Opposite Angles In A Quadrilateral Is 180 Then It Is Acyclic Quadrilateral,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018158780416026965/sum-of-any-pair-of-opposite-angles-in-a-quadrilateral-is-180-then-it-is-acyclic-quadrilateral_1529564861413_do_31253018158780416026965_1.0.ecar,[Class 9],do_31253018158780416026965,[sum of any pair of opposite angles in a quadrilateral is 180 then it is acyclic quadrilateral],[English],Sum Of Any Pair Of Opposite Angles In A Quadrilateral Is 180 Then It Is Acyclic Quadrilateral,Content,Live,Mathematics,"{u'spine': {u'size': 69769.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253018158780416026965/sum-of-any-pair-of-opposite-angles-in-a-quadrilateral-is-180-then-it-is-acyclic-quadrilateral_1529564861495_do_31253018158780416026965_1.0_spine.ecar'}}",youtube,"[Lines and Angles, The Triangle and its Properties]","[Class 9, Class 7]"
1270,,https://www.youtube.com/embed/-ZLsco3PAqU?autoplay=1&enablejsapi=1,[Arinjay Academy],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Sum Of Four Angles Of Quadrilateral Is 360,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033666201190429302/sum-of-four-angles-of-quadrilateral-is-360_1529668699298_do_31253033666201190429302_1.0.ecar,[Class 7],do_31253033666201190429302,[SUM OF FOUR ANGLES OF QUADRILATERAL IS 360],[English],Sum Of Four Angles Of Quadrilateral Is 360,Content,Live,Mathematics,"{u'spine': {u'size': 44731.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253033666201190429302/sum-of-four-angles-of-quadrilateral-is-360_1529668699411_do_31253033666201190429302_1.0_spine.ecar'}}",youtube,"[Shapes And Angles, Understanding Quadrilaterals]","[Class 5, Class 8]"
1271,,https://youtu.be/OBuauKOO9OI,"[Meka susatya Rekha , Rajahmundry , E.G.Dt, A.P]",,,Resource,ae02e1bd-4635-4b82-840e-e66b4f29c2d7,"In Arithmetic progression Sum of squares of FIRST ""n"" Natural numbers in play way method",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250683474012569625103/sum-of-squares-of-first-n-natural-numbers_1526793272285_do_31250683474012569625103_1.0.ecar,[Class 10],do_31250683474012569625103,"[Arithmetic progression, Sum of squares of FIRST ""n"" Natural numbers, play way method]",[English],"Sum of squares of FIRST ""n"" Natural numbers",Content,Live,Mathematics,"{u'spine': {u'size': 286220.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31250683474012569625103/sum-of-squares-of-first-n-natural-numbers_1526793272411_do_31250683474012569625103_1.0_spine.ecar'}}",youtube,"[Can You See The Pattern, Area And Its Boundary]",[Class 5]
1272,,https://www.youtube.com/embed/5MJYC1KsiTg?autoplay=1&enablejsapi=1,[Haks InfoSystem],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,"Summary Of Air, Winds And Cyclones",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086402085683219377/summary-of-air-winds-and-cyclones_1529667015774_do_31253086402085683219377_1.0.ecar,[Class 7],do_31253086402085683219377,"[summary of air,  winds and cyclones]",[English],"Summary Of Air, Winds And Cyclones",Content,Live,Science,"{u'spine': {u'size': 55167.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086402085683219377/summary-of-air-winds-and-cyclones_1529667015876_do_31253086402085683219377_1.0_spine.ecar'}}",youtube,"[Wind, Storms And Cyclones, Some Natural Phenomena]","[Class 7, Class 8]"
1273,,https://www.youtube.com/embed/5f5gPok-2Hw?autoplay=1&enablejsapi=1,[You Tube],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Changes,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897012423065621585/summary-of-changes_1529477838940_do_31252897012423065621585_1.0.ecar,[Class 6],do_31252897012423065621585,"[improve your learning,  learning improve]",[English],Summary Of Changes,Content,Live,Science,"{u'spine': {u'size': 69915.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31252897012423065621585/summary-of-changes_1529477839100_do_31252897012423065621585_1.0_spine.ecar'}}",youtube,"[Reproduction In Plants, Motion]","[Class 7, Class 9]"
1274,,https://www.youtube.com/embed/KKBamO7Jxiw?autoplay=1&enablejsapi=1,[Cbse Lectures],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Elecricity Current And Its Effect,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086397507174419372/summary-of-elecricity-current-and-its-effect_1529667012300_do_31253086397507174419372_1.0.ecar,[Class 7],do_31253086397507174419372,[summary of elecricity current and its effect],[English],Summary Of Elecricity Current And Its Effect,Content,Live,Science,"{u'spine': {u'size': 55170.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086397507174419372/summary-of-elecricity-current-and-its-effect_1529667012406_do_31253086397507174419372_1.0_spine.ecar'}}",youtube,"[Electricity, Electric Current And Its Effects]","[Class 10, Class 7]"
1275,,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_312528140973228032248962/artifact/1529314087641_do_312528140973228032248962.zip,[M.GIRIBABU],,,Resource,011ccfde-da4c-4e32-a31d-6be113925b83,"Summary of light ,shadow and image",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312528140973228032248962/summary-of-light-shadow-and-image_1529315220198_do_312528140973228032248962_1.0.ecar,[Class 6],do_312528140973228032248962,"[light, shadow, transparent, object]",[English],"Summary of light ,shadow and image",Content,Live,Science,"{u'spine': {u'size': 2561646.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312528140973228032248962/summary-of-light-shadow-and-image_1529315220544_do_312528140973228032248962_1.0_spine.ecar'}}",ecml,"[Is Matter Around Us Pure, Matter In Our Surroundings]",[Class 9]
1276,,https://www.youtube.com/embed/tK-djKZkGuI?autoplay=1&enablejsapi=1,[BYJUS],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Motion & Time,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086373707776019357/summary-of-motion-time_1529666999359_do_31253086373707776019357_1.0.ecar,[Class 7],do_31253086373707776019357,[summary of motion & time],[English],Summary Of Motion & Time,Content,Live,Science,"{u'spine': {u'size': 55139.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086373707776019357/summary-of-motion-time_1529666999537_do_31253086373707776019357_1.0_spine.ecar'}}",youtube,"[Force And Pressure, Light-reflection And Refraction]","[Class 8, Class 10]"
1277,,https://www.youtube.com/embed/jbleo8dHNQc?autoplay=1&enablejsapi=1,[Teach Learn Web],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Nutrition Of [plants,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864201441280210215/summary-of-nutrition-of-plants_1529667025670_do_312530864201441280210215_1.0.ecar,[Class 7],do_312530864201441280210215,[summary of nutrition of [plants],[English],Summary Of Nutrition Of [plants,Content,Live,Science,"{u'spine': {u'size': 55154.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864201441280210215/summary-of-nutrition-of-plants_1529667025745_do_312530864201441280210215_1.0_spine.ecar'}}",youtube,"[Nutrition In Plants, Life Processes]","[Class 7, Class 10]"
1278,,https://www.youtube.com/embed/2ycl2E9r-_o?autoplay=1&enablejsapi=1,[Its AumSum Time],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Reproduction In Plants,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086430010572819399/summary-of-reproduction-in-plants_1529667087624_do_31253086430010572819399_1.0.ecar,[Class 7],do_31253086430010572819399,[summary of reproduction in plants],[English],Summary Of Reproduction In Plants,Content,Live,Science,"{u'spine': {u'size': 55152.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253086430010572819399/summary-of-reproduction-in-plants_1529667087702_do_31253086430010572819399_1.0_spine.ecar'}}",youtube,"[Reproduction In Animals, How Do Organisms Reproduce?]","[Class 8, Class 10]"
1279,,https://www.youtube.com/embed/I1AX6SINhFE?autoplay=1&enablejsapi=1,[Eduvantage Pro],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Temperature And Its Measurement,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530863792250880210193/summary-of-temperature-and-its-measurement_1529667002829_do_312530863792250880210193_1.0.ecar,[Class 7],do_312530863792250880210193,[summary of temperature and its measurement],[English],Summary Of Temperature And Its Measurement,Content,Live,Science,"{u'spine': {u'size': 55173.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530863792250880210193/summary-of-temperature-and-its-measurement_1529667002908_do_312530863792250880210193_1.0_spine.ecar'}}",youtube,"[Heat, Work And Energy]","[Class 7, Class 9]"
1280,,https://www.youtube.com/embed/EJfpzG8gWOQ?autoplay=1&enablejsapi=1,[APC BOOKS],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summary Of Water- Too Little To Waste,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864376242176210227/summary-of-water-too-little-to-waste_1529667092285_do_312530864376242176210227_1.0.ecar,[Class 7],do_312530864376242176210227,[summary of water- too little to waste],[English],Summary Of Water- Too Little To Waste,Content,Live,Science,"{u'spine': {u'size': 55165.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_312530864376242176210227/summary-of-water-too-little-to-waste_1529667092349_do_312530864376242176210227_1.0_spine.ecar'}}",youtube,"[Water, Water:a Precious Resource]",[Class 7]
1281,,https://www.youtube.com/embed/vkGFZiPMGSM?t=1m49s?autoplay=1&enablejsapi=1,[Dudipala Venkata Subba Naidu],,,Resource,ef644daf-69e6-4ed4-ae40-916c21496708,Summay కాంతి పరావర్తనం,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091018203136019749/summay-kaanti-praavrtnn_1529668223139_do_31253091018203136019749_1.0.ecar,[Class 7],do_31253091018203136019749,"[గాలి ద్వారా వ్యాప్తి, నీటి ద్వారా వ్యాప్తి, పక్షులు జంతువుల ద్వారా వ్యాప్తి]",[English],Summay కాంతి పరావర్తనం,Content,Live,Science,"{u'spine': {u'size': 53668.0, u'ecarUrl': u'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31253091018203136019749/summay-kaanti-praavrtnn_1529668223239_do_31253091018203136019749_1.0_spine.ecar'}}",youtube,"[Electric Current And Its Effects, Periodic Classification Of Elements]","[Class 7, Class 10]"
